arrival_iso,device_id,sequence,latency_ms,sent_iso
2025-11-02 03:54:35,dev-004b12c48530,558,-20839.236,2025-11-02 03:54:56
2025-11-02 03:54:35,dev-004b12c3c510,3,-20531.908,2025-11-02 03:54:56
2025-11-02 03:54:36,dev-004b12c48530,559,-19917.571,2025-11-02 03:54:56
2025-11-02 03:54:36,dev-004b12c3c510,4,-19608.479,2025-11-02 03:54:56
2025-11-02 03:54:37,dev-004b12c48530,560,-18893.686,2025-11-02 03:54:56
2025-11-02 03:54:37,dev-004b12c3c510,5,-18586.300,2025-11-02 03:54:56
2025-11-02 03:54:38,dev-004b12c48530,561,-17869.663,2025-11-02 03:54:56
2025-11-02 03:54:38,dev-004b12c3c510,6,-17562.290,2025-11-02 03:54:56
2025-11-02 03:54:39,dev-004b12c48530,562,-16845.724,2025-11-02 03:54:56
2025-11-02 03:54:39,dev-004b12c3c510,7,-16537.064,2025-11-02 03:54:56
2025-11-02 03:54:40,dev-004b12c48530,563,-15821.307,2025-11-02 03:54:56
2025-11-02 03:54:40,dev-004b12c3c510,8,-15513.618,2025-11-02 03:54:56
2025-11-02 03:54:41,dev-004b12c48530,564,-14899.923,2025-11-02 03:54:56
2025-11-02 03:54:41,dev-004b12c3c510,9,-14591.564,2025-11-02 03:54:56
2025-11-02 03:54:42,dev-004b12c48530,565,-13875.818,2025-11-02 03:54:56
2025-11-02 03:54:42,dev-004b12c3c510,10,-13567.699,2025-11-02 03:54:56
2025-11-02 03:54:43,dev-004b12c48530,566,-12851.952,2025-11-02 03:54:56
2025-11-02 03:54:43,dev-004b12c3c510,11,-12543.621,2025-11-02 03:54:56
2025-11-02 03:54:44,dev-004b12c48530,567,-11827.904,2025-11-02 03:54:56
2025-11-02 03:54:44,dev-004b12c3c510,12,-11520.889,2025-11-02 03:54:56
2025-11-02 03:54:45,dev-004b12c48530,568,-10803.764,2025-11-02 03:54:56
2025-11-02 03:54:45,dev-004b12c3c510,13,-10496.730,2025-11-02 03:54:56
2025-11-02 03:54:46,dev-004b12c48530,569,-9881.972,2025-11-02 03:54:56
2025-11-02 03:54:46,dev-004b12c3c510,14,-9573.910,2025-11-02 03:54:56
2025-11-02 03:54:47,dev-004b12c48530,570,-8858.508,2025-11-02 03:54:56
2025-11-02 03:54:47,dev-004b12c3c510,15,-8550.052,2025-11-02 03:54:56
2025-11-02 03:54:48,dev-004b12c48530,571,-7834.500,2025-11-02 03:54:56
2025-11-02 03:54:48,dev-004b12c3c510,16,-7526.982,2025-11-02 03:54:56
2025-11-02 03:54:49,dev-004b12c48530,572,-6809.880,2025-11-02 03:54:56
2025-11-02 03:54:49,dev-004b12c3c510,17,-6503.278,2025-11-02 03:54:56
2025-11-02 03:54:50,dev-004b12c48530,573,-5786.495,2025-11-02 03:54:56
2025-11-02 03:54:50,dev-004b12c3c510,18,-5477.101,2025-11-02 03:54:56
